line,status,identifier,aircon,display_eligible,reason
18782,success,314708,0,0,
18783,success,314708,0,0,
18784,success,314708,0,0,
18785,success,314705,0,0,
18786,success,314705,0,0,
18787,success,314705,0,0,
18788,success,314705,0,0,
18789,success,314705,0,0,
18790,success,314705,0,0,
18791,success,314705,0,0,
18792,success,314708,0,0,
18793,success,314701,0,0,
18794,success,314701,0,0,
18795,success,314701,0,0,
18796,success,314696,0,0,
18797,success,314696,0,0,
18798,success,314696,0,0,
18799,success,314695,0,0,
18800,success,314695,0,0,
18801,success,314695,0,0,
18802,success,314692,0,0,
18803,success,314692,0,0,
18804,success,314692,0,0,
18805,success,314690,0,0,
18806,success,314690,0,0,
18807,success,314690,0,0,
18808,success,314690,0,0,
18809,success,314690,0,0,
18810,success,314691,0,0,
18811,success,314691,0,0,
18812,success,314691,0,0,
18813,success,314691,0,0,
18814,success,314691,0,0,
18815,success,314510,0,0,
18816,success,314510,0,0,
18817,success,314510,0,0,
18818,success,312907,0,0,
18819,success,312907,0,0,
18820,success,312907,0,0,
18821,success,313840,0,0,
18822,success,313840,0,0,
18823,success,313840,0,0,
18824,success,313828,0,0,
18825,success,313828,0,0,
18826,success,212913,0,0,
18827,success,197016,0,0,
18828,success,197016,0,0,
18829,success,197016,0,0,
18830,success,200562,0,0,
18831,success,200562,0,0,
18832,success,200562,0,0,
18833,success,197018,0,0,
18834,success,197018,0,0,
18835,success,197018,0,0,
18836,success,197017,0,0,
18837,success,197017,0,0,
18838,success,197017,0,0,
18839,success,197014,0,0,
18840,success,197014,0,0,
18841,success,197014,0,0,
18842,success,194566,0,0,
18843,success,197202,0,0,
18844,success,152584,0,0,
18845,success,152584,0,0,
18846,success,202980,0,0,
18847,success,180028,0,0,
18848,success,225569,0,0,
18849,success,225569,0,0,
18850,success,210467,0,0,
18851,success,210467,0,0,
18852,success,311333,0,0,
18853,success,311333,0,0,
18854,success,202054,0,0,
18855,success,202054,0,0,
18856,success,202054,0,0,
18857,success,309543,0,0,
18858,success,310861,0,0,
18859,success,310858,0,0,
18860,success,310858,0,0,
18861,success,310856,0,0,
18862,success,310856,0,0,
18863,success,309542,0,0,
18864,success,310851,0,0,
18865,success,310850,0,0,
18866,success,310850,0,0,
18867,success,310849,0,0,
18868,success,310849,0,0,
18869,success,309597,0,0,
18870,success,309597,0,0,
18871,success,308517,0,0,
18872,success,308517,0,0,
18873,success,306530,0,0,
18874,success,306530,0,0,
18875,success,306530,0,0,
18876,success,306530,0,0,
18877,success,306530,0,0,
18878,success,306530,0,0,
18879,success,306530,0,0,
18880,success,305801,0,0,
18881,success,305801,0,0,
18882,success,305613,0,0,
18883,success,305613,0,0,
18884,success,305613,0,0,
18885,success,304893,0,0,
18886,success,304893,0,0,
18887,success,304893,0,0,
18888,success,304166,0,0,
18889,success,304166,0,0,
18890,success,302244,0,0,
18891,success,302244,0,0,
18892,success,302216,0,0,
18893,success,300687,0,0,
18894,success,300687,0,0,
18895,success,300687,0,0,
18896,success,300687,0,0,
18897,success,296858,0,0,
18898,success,296858,0,0,
18899,success,296856,0,0,
18900,success,296856,0,0,
18901,success,296856,0,0,
18902,success,296856,0,0,
18903,success,296856,0,0,
18904,success,313631,0,0,
18905,success,313630,0,0,
18906,success,313629,0,0,
18907,success,313628,0,0,
18908,success,289825,0,0,
18909,success,284318,0,0,
18910,success,197089,0,0,
18911,success,117880,0,0,
18912,success,117880,0,0,
18913,success,107896,0,0,
18914,success,231006,0,0,
18915,success,74325,0,0,
18916,success,74325,0,0,
18917,success,229043,0,0,
18918,success,231685,0,0,
18919,success,231684,0,0,
18920,success,231682,0,0,
18921,success,231681,0,0,
18922,success,231679,0,0,
18923,success,226327,0,0,
18924,success,225949,0,0,
18925,success,219207,0,0,
18926,success,202056,0,0,
18927,success,197015,0,0,
18928,success,107896,0,0,
18929,success,329717,0,0,
18930,success,329155,0,0,
18931,success,315996,0,0,
18932,success,314691,0,0,
18933,success,313636,0,0,
18934,success,313635,0,0,
18935,success,313634,0,0,
18936,success,313633,0,0,
18937,success,313632,0,0,
18938,success,330848,0,0,
18939,success,330863,0,0,
18940,success,334321,0,0,
18941,success,361295,0,0,
18942,success,361944,0,0,
18943,success,360061,0,0,
18944,success,331485,0,0,
18945,success,335383,0,0,
18946,success,334002,0,0,
18947,success,335382,0,0,
18948,success,335381,0,0,
18949,success,335813,0,0,
18950,success,335812,0,0,
18951,success,337416,0,0,
18952,success,337419,0,0,
18953,success,337421,0,0,
18954,success,324063,0,0,
18955,success,324064,0,0,
18956,success,358387,0,0,
18957,success,338779,0,0,
18958,success,335911,0,0,
18959,success,335814,0,0,
18960,success,335811,0,0,
18961,success,334380,0,0,
18962,success,334379,0,0,
18963,success,334378,0,0,
18964,success,332602,0,0,
18965,success,332601,0,0,
18966,success,332600,0,0,
18967,success,332599,0,0,
18968,success,332598,0,0,
18969,success,332597,0,0,
18970,success,332596,0,0,
18971,success,332012,0,0,
18972,success,332010,0,0,
18973,success,332009,0,0,
18974,success,331658,0,0,
18975,success,331407,0,0,
18976,success,331406,0,0,
18977,success,331405,0,0,
18978,success,331404,0,0,
18979,success,331403,0,0,
18980,success,331402,0,0,
18981,success,330641,0,0,
18982,success,330640,0,0,
18983,success,329510,0,0,
18984,success,329506,0,0,
18985,success,329471,0,0,
18986,success,329457,0,0,
18987,success,329452,0,0,
18988,success,329450,0,0,
18989,success,329430,0,0,
18990,success,328601,0,0,
18991,success,327691,0,0,
18992,success,326199,0,0,
18993,success,326198,0,0,
18994,success,326091,0,0,
18995,success,325749,0,0,
18996,success,325309,0,0,
18997,success,325157,0,0,
18998,success,324062,0,0,
18999,success,324061,0,0,
19000,success,322506,0,0,
19001,success,321443,0,0,
19002,success,320980,0,0,
19003,success,320974,0,0,
19004,success,320973,0,0,
19005,success,320822,0,0,
19006,success,319534,0,0,
19007,success,317540,0,0,
19008,success,316096,0,0,
19009,success,309281,0,0,
19010,success,305980,0,0,
19011,success,305979,0,0,
19012,success,305977,0,0,
19013,success,305973,0,0,
19014,success,305970,0,0,
19015,success,305968,0,0,
19016,success,305963,0,0,
19017,success,305834,0,0,
19018,success,305833,0,0,
19019,success,305832,0,0,
19020,success,305831,0,0,
19021,success,305830,0,0,
19022,success,305829,0,0,
19023,success,305765,0,0,
19024,success,305764,0,0,
19025,success,304597,0,0,
19026,success,304596,0,0,
19027,success,304595,0,0,
19028,success,304594,0,0,
19029,success,304414,0,0,
19030,success,304413,0,0,
19031,success,304412,0,0,
19032,success,304411,0,0,
19033,success,302154,0,0,
19034,success,302153,0,0,
19035,success,302152,0,0,
19036,success,293653,0,0,
19037,success,293651,0,0,
19038,success,293650,0,0,
19039,success,293649,0,0,
19040,success,293648,0,0,
19041,success,293647,0,0,
19042,success,290826,0,0,
19043,success,290824,0,0,
19044,success,289958,0,0,
19045,success,289948,0,0,
19046,success,289947,0,0,
19047,success,287773,0,0,
19048,success,287772,0,0,
19049,success,287315,0,0,
19050,success,275275,0,0,
19051,success,275273,0,0,
19052,success,275272,0,0,
19053,success,275271,0,0,
19054,success,275270,0,0,
19055,success,275268,0,0,
19056,success,275207,0,0,
19057,success,275206,0,0,
19058,success,275202,0,0,
19059,success,274151,0,0,
19060,success,273989,0,0,
19061,success,270957,0,0,
19062,success,270956,0,0,
19063,success,267723,0,0,
19064,success,267721,0,0,
19065,success,267720,0,0,
19066,success,267718,0,0,
19067,success,265511,0,0,
19068,success,265510,0,0,
19069,success,265413,0,0,
19070,success,265412,0,0,
19071,success,252986,0,0,
19072,success,252972,0,0,
19073,success,252971,0,0,
19074,success,252648,0,0,
19075,success,252647,0,0,
19076,success,252646,0,0,
19077,success,252390,0,0,
19078,success,252389,0,0,
19079,success,252295,0,0,
19080,success,251976,0,0,
19081,success,251975,0,0,
19082,success,251248,0,0,
19083,success,244703,0,0,
19084,success,244701,0,0,
19085,success,242202,0,0,
19086,success,240277,0,0,
19087,success,239427,0,0,
19088,success,239426,0,0,
19089,success,236290,0,0,
19090,success,236289,0,0,
19091,success,236096,0,0,
19092,success,236095,0,0,
19093,success,236094,0,0,
19094,success,236090,0,0,
19095,success,235822,0,0,
19096,success,229587,0,0,
19097,success,228850,0,0,
19098,success,228849,0,0,
19099,success,215944,0,0,
19100,success,214805,0,0,
19101,success,209347,0,0,
19102,success,209346,0,0,
19103,success,209345,0,0,
19104,success,209344,0,0,
19105,success,209343,0,0,
19106,success,209342,0,0,
19107,success,209340,0,0,
19108,success,195665,0,0,
19109,success,195664,0,0,
19110,success,195663,0,0,
19111,success,195661,0,0,
19112,success,186383,0,0,
19113,success,185757,0,0,
19114,success,185744,0,0,
19115,success,185052,0,0,
19116,success,185051,0,0,
19117,success,185050,0,0,
19118,success,185049,0,0,
19119,success,185045,0,0,
19120,success,184815,0,0,
19121,success,178774,0,0,
19122,success,169476,0,0,
19123,success,156606,0,0,
19124,success,154940,0,0,
19125,success,154939,0,0,
19126,success,154937,0,0,
19127,success,154922,0,0,
19128,success,154920,0,0,
19129,success,152392,0,0,
19130,success,152343,0,0,
19131,success,151844,0,0,
19132,success,151843,0,0,
19133,success,151838,0,0,
19134,success,151644,0,0,
19135,success,151627,0,0,
19136,success,151559,0,0,
19137,success,140632,0,0,
19138,success,139908,0,0,
19139,success,139847,0,0,
19140,success,133249,0,0,
19141,success,133158,0,0,
19142,success,133157,0,0,
19143,success,133153,0,0,
19144,success,133152,0,0,
19145,success,133151,0,0,
19146,success,133068,0,0,
19147,success,133046,0,0,
19148,success,133027,0,0,
19149,success,334000,0,0,
19150,success,133077,0,0,
19151,success,133427,0,0,
19152,success,115955,0,0,
19153,success,133427,0,0,
19154,success,115997,0,0,
19155,success,116020,0,0,
19156,success,116019,0,0,
19157,success,116018,0,0,
19158,success,116017,0,0,
19159,success,116016,0,0,
19160,success,116015,0,0,
19161,success,116014,0,0,
19162,success,116013,0,0,
19163,success,116012,0,0,
19164,success,116011,0,0,
19165,success,116010,0,0,
19166,success,116009,0,0,
19167,success,116008,0,0,
19168,success,116007,0,0,
19169,success,116006,0,0,
19170,success,116005,0,0,
19171,success,116004,0,0,
19172,success,116003,0,0,
19173,success,120772,0,0,
19174,success,116001,0,0,
19175,success,116000,0,0,
19176,success,115999,0,0,
19177,success,115998,0,0,
19178,success,115997,0,0,
19179,success,115996,0,0,
19180,success,115995,0,0,
19181,success,115994,0,0,
19182,success,115993,0,0,
19183,success,115992,0,0,
19184,success,115991,0,0,
19185,success,115990,0,0,
19186,success,115989,0,0,
19187,success,115988,0,0,
19188,success,115987,0,0,
19189,success,115986,0,0,
19190,success,115985,0,0,
19191,success,115984,0,0,
19192,success,115983,0,0,
19193,success,115982,0,0,
19194,success,115981,0,0,
19195,success,115980,0,0,
19196,success,115979,0,0,
19197,success,115978,0,0,
19198,success,115977,0,0,
19199,success,115976,0,0,
19200,success,115974,0,0,
19201,success,115973,0,0,
19202,success,115972,0,0,
19203,success,115971,0,0,
19204,success,115970,0,0,
19205,success,115969,0,0,
19206,success,115968,0,0,
19207,success,115967,0,0,
19208,success,115966,0,0,
19209,success,115965,0,0,
19210,success,115964,0,0,
19211,success,115963,0,0,
19212,success,115962,0,0,
19213,success,134488,0,0,
19214,success,115960,0,0,
19215,success,115959,0,0,
19216,success,115958,0,0,
19217,success,115957,0,0,
19218,success,115955,0,0,
19219,success,115954,0,0,
19220,success,115953,0,0,
19221,success,115952,0,0,
19222,success,115951,0,0,
19223,success,115950,0,0,
19224,success,115949,0,0,
19225,success,134489,0,0,
19226,success,115946,0,0,
19227,success,115945,0,0,
19228,success,115944,0,0,
19229,success,115943,0,0,
19230,success,132566,0,0,
19231,success,132565,0,0,
19232,success,132563,0,0,
19233,success,132561,0,0,
19234,success,264396,0,0,
19235,success,264396,0,0,
19236,success,264396,0,0,
19237,success,264394,0,0,
19238,success,264394,0,0,
19239,success,264394,0,0,
19240,success,264393,0,0,
19241,success,264393,0,0,
19242,success,264393,0,0,
19243,success,335385,0,0,
19244,success,363685,0,0,
19245,success,238061,0,0,
19246,success,238061,0,0,
19247,success,238061,0,0,
19248,success,238061,0,0,
19249,success,238053,0,0,
19250,success,238053,0,0,
19251,success,238053,0,0,
19252,success,238053,0,0,
19253,success,238056,0,0,
19254,success,238056,0,0,
19255,success,238056,0,0,
19256,success,238056,0,0,
19257,success,331502,0,0,
19258,success,331503,0,0,
19259,success,331505,0,0,
19260,success,331500,0,0,
19261,success,331501,0,0,
19262,success,331499,0,0,
19263,success,331496,0,0,
19264,success,331497,0,0,
19265,success,331498,0,0,
19266,success,331493,0,0,
19267,success,331484,0,0,
19268,success,331484,0,0,
19269,success,331484,0,0,
19270,success,331484,0,0,
19271,success,331484,0,0,
19272,success,331484,0,0,
19273,success,331484,0,0,
19274,success,331483,0,0,
19275,success,331483,0,0,
19276,success,331483,0,0,
19277,success,331483,0,0,
19278,success,331483,0,0,
19279,success,331483,0,0,
19280,success,331483,0,0,
19281,success,325308,0,0,
19282,success,325308,0,0,
19283,success,325308,0,0,
19284,success,325308,0,0,
19285,success,320977,0,0,
19286,success,320977,0,0,
19287,success,320977,0,0,
19288,success,320977,0,0,
19289,success,318449,0,0,
19290,success,318449,0,0,
19291,success,318449,0,0,
19292,success,318449,0,0,
19293,success,318238,0,0,
19294,success,318238,0,0,
19295,success,318238,0,0,
19296,success,318238,0,0,
19297,success,309767,0,0,
19298,success,309767,0,0,
19299,success,304410,0,0,
19300,success,304410,0,0,
19301,success,335631,0,0,
19302,success,326197,0,0,
19303,success,324060,0,0,
19304,success,333733,0,0,
19305,success,337323,0,0,
19306,success,358520,0,0,
19307,success,361531,0,0,
19308,success,322531,0,0,
19309,success,320633,0,0,
19310,success,320627,0,0,
19311,success,361201,0,0,
19312,success,358386,0,0,
19313,success,358384,0,0,
19314,success,342556,0,0,
19315,success,342209,0,0,
19316,success,341851,0,0,
19317,success,341850,0,0,
19318,success,341516,0,0,
19319,success,339895,0,0,
19320,success,339564,0,0,
19321,success,339562,0,0,
19322,success,339561,0,0,
19323,success,339560,0,0,
19324,success,339451,0,0,
19325,success,339450,0,0,
19326,success,338780,0,0,
19327,success,338143,0,0,
19328,success,337403,0,0,
19329,success,337325,0,0,
19330,success,337324,0,0,
19331,success,337322,0,0,
19332,success,337073,0,0,
19333,success,337071,0,0,
19334,success,335843,0,0,
19335,success,335842,0,0,
19336,success,335798,0,0,
19337,success,335797,0,0,
19338,success,335796,0,0,
19339,success,335641,0,0,
19340,success,335640,0,0,
19341,success,335639,0,0,
19342,success,335318,0,0,
19343,success,334978,0,0,
19344,success,334389,0,0,
19345,success,334388,0,0,
19346,success,334387,0,0,
19347,success,334386,0,0,
19348,success,334385,0,0,
19349,success,334384,0,0,
19350,success,334383,0,0,
19351,success,333734,0,0,
19352,success,333566,0,0,
19353,success,333565,0,0,
19354,success,333563,0,0,
19355,success,332354,0,0,
19356,success,332353,0,0,
19357,success,332348,0,0,
19358,success,332346,0,0,
19359,success,332345,0,0,
19360,success,332343,0,0,
19361,success,332342,0,0,
19362,success,332339,0,0,
19363,success,332338,0,0,
19364,success,332337,0,0,
19365,success,332336,0,0,
19366,success,332335,0,0,
19367,success,332334,0,0,
19368,success,331933,0,0,
19369,success,331932,0,0,
19370,success,331931,0,0,
19371,success,331930,0,0,
19372,success,331929,0,0,
19373,success,331928,0,0,
19374,success,331927,0,0,
19375,success,331926,0,0,
19376,success,331925,0,0,
19377,success,331924,0,0,
19378,success,331923,0,0,
19379,success,331922,0,0,
19380,success,331921,0,0,
19381,success,330832,0,0,
19382,success,329696,0,0,
19383,success,329262,0,0,
19384,success,329260,0,0,
19385,success,329258,0,0,
19386,success,329240,0,0,
19387,success,328817,0,0,
19388,success,328816,0,0,
19389,success,328468,0,0,
19390,success,328467,0,0,
19391,success,328466,0,0,
19392,success,328462,0,0,
19393,success,326795,0,0,
19394,success,326196,0,0,
19395,success,326195,0,0,
19396,success,325748,0,0,
19397,success,325117,0,0,
19398,success,325113,0,0,
19399,success,324864,0,0,
19400,success,324729,0,0,
19401,success,324728,0,0,
19402,success,324727,0,0,
19403,success,322844,0,0,
19404,success,322517,0,0,
19405,success,322511,0,0,
19406,success,322179,0,0,
19407,success,322178,0,0,
19408,success,322084,0,0,
19409,success,322083,0,0,
19410,success,321588,0,0,
19411,success,321587,0,0,
19412,success,321586,0,0,
19413,success,321585,0,0,
19414,success,321584,0,0,
19415,success,321583,0,0,
19416,success,321397,0,0,
19417,success,321238,0,0,
19418,success,321237,0,0,
19419,success,321236,0,0,
19420,success,321235,0,0,
19421,success,320480,0,0,
19422,success,320479,0,0,
19423,success,320477,0,0,
19424,success,319480,0,0,
19425,success,319478,0,0,
19426,success,319031,0,0,
19427,success,319029,0,0,
19428,success,319027,0,0,
19429,success,318878,0,0,
19430,success,318829,0,0,
19431,success,318828,0,0,
19432,success,318827,0,0,
19433,success,318780,0,0,
19434,success,317539,0,0,
19435,success,317537,0,0,
19436,success,317536,0,0,
19437,success,315727,0,0,
19438,success,315725,0,0,
19439,success,314631,0,0,
19440,success,314456,0,0,
19441,success,314454,0,0,
19442,success,313941,0,0,
19443,success,313935,0,0,
19444,success,313934,0,0,
19445,success,313933,0,0,
19446,success,313650,0,0,
19447,success,313329,0,0,
19448,success,311387,0,0,
19449,success,309958,0,0,
19450,success,309957,0,0,
19451,success,309955,0,0,
19452,success,309954,0,0,
19453,success,309329,0,0,
19454,success,309328,0,0,
19455,success,308042,0,0,
19456,success,306102,0,0,
19457,success,306101,0,0,
19458,success,306100,0,0,
19459,success,306099,0,0,
19460,success,306098,0,0,
19461,success,306095,0,0,
19462,success,306094,0,0,
19463,success,306093,0,0,
19464,success,305994,0,0,
19465,success,305993,0,0,
19466,success,305992,0,0,
19467,success,305991,0,0,
19468,success,305990,0,0,
19469,success,305692,0,0,
19470,success,305683,0,0,
19471,success,305107,0,0,
19472,success,305106,0,0,
19473,success,305105,0,0,
19474,success,305104,0,0,
19475,success,305103,0,0,
19476,success,305102,0,0,
19477,success,305101,0,0,
19478,success,305037,0,0,
19479,success,305036,0,0,
19480,success,304984,0,0,
19481,success,304981,0,0,
19482,success,304952,0,0,
19483,success,290766,0,0,
19484,success,290764,0,0,
19485,success,290762,0,0,
19486,success,290255,0,0,
19487,success,289972,0,0,
19488,success,289971,0,0,
19489,success,287267,0,0,
19490,success,286142,0,0,
19491,success,286141,0,0,
19492,success,286140,0,0,
19493,success,275235,0,0,
19494,success,273423,0,0,
19495,success,271555,0,0,
19496,success,265508,0,0,
19497,success,238491,0,0,
19498,success,238484,0,0,
19499,success,236200,0,0,
19500,success,236199,0,0,
19501,success,236197,0,0,
19502,success,236196,0,0,
19503,success,236191,0,0,
19504,success,231411,0,0,
19505,success,228350,0,0,
19506,success,228349,0,0,
19507,success,228348,0,0,
19508,success,228346,0,0,
19509,success,225622,0,0,
19510,success,219441,0,0,
19511,success,219440,0,0,
19512,success,219438,0,0,
19513,success,219437,0,0,
19514,success,209339,0,0,
19515,success,209338,0,0,
19516,success,209337,0,0,
19517,success,195386,0,0,
19518,success,163796,0,0,
19519,success,156907,0,0,
19520,success,156906,0,0,
19521,success,154886,0,0,
19522,success,152413,0,0,
19523,success,152406,0,0,
19524,success,152395,0,0,
19525,success,151866,0,0,
19526,success,141089,0,0,
19527,success,133430,0,0,
19528,success,132763,0,0,
19529,success,132556,0,0,
19530,success,132514,0,0,
19531,success,132407,0,0,
19532,success,132352,0,0,
19533,success,132350,0,0,
19534,success,132309,0,0,
19535,success,132303,0,0,
19536,success,132292,0,0,
19537,success,132288,0,0,
19538,success,132277,0,0,
19539,success,132269,0,0,
19540,success,132266,0,0,
19541,success,115840,0,0,
19542,success,115830,0,0,
19543,success,115821,0,0,
19544,success,252988,0,0,
19545,success,115775,0,0,
19546,success,115822,0,0,
19547,success,115794,0,0,
19548,success,132557,0,0,
19549,success,132558,0,0,
19550,success,115811,0,0,
19551,success,115819,0,0,
19552,success,115829,0,0,
19553,success,115810,0,0,
19554,success,115813,0,0,
19555,success,115777,0,0,
19556,success,195707,0,0,
19557,success,195707,0,0,
19558,success,270180,0,0,
19559,success,274150,0,0,
19560,success,287266,0,0,
19561,success,306096,0,0,
19562,success,331408,0,0,
19563,success,322534,0,0,
19564,success,115772,0,0,
19565,success,132557,0,0,
19566,success,115774,0,0,
19567,success,115775,0,0,
19568,success,115776,0,0,
19569,success,115777,0,0,
19570,success,115779,0,0,
19571,success,115780,0,0,
19572,success,115781,0,0,
19573,success,115783,0,0,
19574,success,115784,0,0,
19575,success,115788,0,0,
19576,success,115793,0,0,
19577,success,115794,0,0,
19578,success,115797,0,0,
19579,success,115798,0,0,
19580,success,115799,0,0,
19581,success,115801,0,0,
19582,success,115802,0,0,
19583,success,115803,0,0,
19584,success,115804,0,0,
19585,success,115806,0,0,
19586,success,115807,0,0,
19587,success,115810,0,0,
19588,success,115811,0,0,
19589,success,115813,0,0,
19590,success,115815,0,0,
19591,success,115817,0,0,
19592,success,115819,0,0,
19593,success,115820,0,0,
19594,success,115822,0,0,
19595,success,115823,0,0,
19596,success,115824,0,0,
19597,success,115825,0,0,
19598,success,115827,0,0,
19599,success,115828,0,0,
19600,success,115829,0,0,
19601,success,115831,0,0,
19602,success,115835,0,0,
19603,success,115837,0,0,
19604,success,115838,0,0,
19605,success,115841,0,0,
19606,success,115842,0,0,
19607,success,115843,0,0,
19608,success,115844,0,0,
19609,success,115846,0,0,
19610,success,115854,0,0,
19611,success,115855,0,0,
19612,success,115861,0,0,
19613,success,115862,0,0,
19614,success,115863,0,0,
19615,success,115860,0,0,
19616,success,115859,0,0,
19617,success,115858,0,0,
19618,success,115857,0,0,
19619,success,115856,0,0,
19620,success,115853,0,0,
19621,success,115852,0,0,
19622,success,115851,0,0,
19623,success,115850,0,0,
19624,success,115849,0,0,
19625,success,115848,0,0,
19626,success,115847,0,0,
19627,success,115845,0,0,
19628,success,115839,0,0,
19629,success,115836,0,0,
19630,success,115834,0,0,
19631,success,115833,0,0,
19632,success,115832,0,0,
19633,success,115826,0,0,
19634,success,115818,0,0,
19635,success,115816,0,0,
19636,success,115814,0,0,
19637,success,115812,0,0,
19638,success,115809,0,0,
19639,success,115808,0,0,
19640,success,115805,0,0,
19641,success,115800,0,0,
19642,success,115796,0,0,
19643,success,115795,0,0,
19644,success,115792,0,0,
19645,success,115791,0,0,
19646,success,115790,0,0,
19647,success,115787,0,0,
19648,success,115786,0,0,
19649,success,115785,0,0,
19650,success,115778,0,0,
19651,success,290763,0,0,
19652,success,290254,0,0,
19653,success,270219,0,0,
19654,success,271550,0,0,
19655,success,270181,0,0,
19656,success,270181,0,0,
19657,success,253750,0,0,
19658,success,269303,0,0,
19659,success,258332,0,0,
19660,success,258331,0,0,
19661,success,241571,0,0,
19662,success,241274,0,0,
19663,success,236192,0,0,
19664,success,236193,0,0,
19665,success,236194,0,0,
19666,success,313326,0,0,
19667,success,325747,0,0,
19668,success,313328,0,0,
19669,success,324730,0,0,
19670,success,324731,0,0,
19671,success,324726,0,0,
19672,success,309956,0,0,
19673,success,324059,0,0,
19674,success,321395,0,0,
19675,success,304598,0,0,
19676,success,304982,0,0,
19677,success,304983,0,0,
19678,success,316868,0,0,
19679,success,324057,0,0,
19680,success,324058,0,0,
19681,success,307971,0,0,
19682,success,324056,0,0,
19683,success,318877,0,0,
19684,success,322177,0,0,
19685,success,321582,0,0,
19686,success,321581,0,0,
19687,success,321579,0,0,
19688,success,321580,0,0,
19689,success,313645,0,0,
19690,success,318653,0,0,
19691,success,318652,0,0,
19692,success,317535,0,0,
19693,success,317538,0,0,
19694,success,315723,0,0,
19695,success,315724,0,0,
19696,success,313206,0,0,
19697,success,313205,0,0,
19698,success,309331,0,0,
19699,success,309332,0,0,
19700,success,307334,0,0,
19701,success,307334,0,0,
19702,success,305681,0,0,
19703,success,305693,0,0,
19704,success,290763,0,0,
19705,success,287266,0,0,
19706,success,274150,0,0,
19707,success,270180,0,0,
19708,success,252988,0,0,
19709,success,318469,0,0,
19710,success,357651,0,0,
19711,success,335935,0,0,
19712,success,335934,0,0,
19713,success,332137,0,0,
19714,success,330632,0,0,
19715,success,328758,0,0,
19716,success,328654,0,0,
19717,success,328635,0,0,
19718,success,320484,0,0,
19719,success,318471,0,0,
19720,success,318470,0,0,
19721,success,312862,0,0,
19722,success,306066,0,0,
19723,success,306065,0,0,
19724,success,303187,0,0,
19725,success,270179,0,0,
19726,success,270178,0,0,
19727,success,242866,0,0,
19728,success,241928,0,0,
19729,success,241927,0,0,
19730,success,241926,0,0,
19731,success,241925,0,0,
19732,success,239306,0,0,
19733,success,238253,0,0,
19734,success,238252,0,0,
19735,success,238251,0,0,
19736,success,226394,0,0,
19737,success,226393,0,0,
19738,success,226392,0,0,
19739,success,226262,0,0,
19740,success,226070,0,0,
19741,success,225442,0,0,
19742,success,225002,0,0,
19743,success,225001,0,0,
19744,success,209211,0,0,
19745,success,115887,0,0,
19746,success,241291,0,0,
19747,success,204884,0,0,
19748,success,204890,0,0,
19749,success,204888,0,0,
19750,success,204887,0,0,
19751,success,204885,0,0,
19752,success,195660,0,0,
19753,success,195659,0,0,
19754,success,195122,0,0,
19755,success,195121,0,0,
19756,success,155003,0,0,
19757,success,154996,0,0,
19758,success,154989,0,0,
19759,success,133896,0,0,
19760,success,115938,0,0,
19761,success,115937,0,0,
19762,success,115936,0,0,
19763,success,205981,0,0,
19764,success,115935,0,0,
19765,success,205980,0,0,
19766,success,115934,0,0,
19767,success,115933,0,0,
19768,success,115932,0,0,
19769,success,115929,0,0,
19770,success,115928,0,0,
19771,success,115927,0,0,
19772,success,115926,0,0,
19773,success,115925,0,0,
19774,success,115924,0,0,
19775,success,115923,0,0,
19776,success,115922,0,0,
19777,success,115921,0,0,
19778,success,115920,0,0,
19779,success,115919,0,0,
19780,success,115918,0,0,
19781,success,115917,0,0,
19782,success,115915,0,0,
19783,success,115914,0,0,
19784,success,115912,0,0,
19785,success,115911,0,0,
19786,success,115908,0,0,
19787,success,115907,0,0,
19788,success,115906,0,0,
19789,success,115905,0,0,
19790,success,115904,0,0,
19791,success,115903,0,0,
19792,success,115901,0,0,
19793,success,115900,0,0,
19794,success,115898,0,0,
19795,success,115897,0,0,
19796,success,115896,0,0,
19797,success,115895,0,0,
19798,success,115894,0,0,
19799,success,115893,0,0,
19800,success,115892,0,0,
19801,success,115891,0,0,
19802,success,115890,0,0,
19803,success,115889,0,0,
19804,success,115887,0,0,
19805,success,115886,0,0,
19806,success,115910,0,0,
19807,success,241291,0,0,
19808,success,241291,0,0,
19809,success,339287,0,0,
19810,success,331807,0,0,
19811,success,318353,0,0,
19812,success,60892,0,0,
19813,success,60891,0,0,
19814,success,60400,0,0,
19815,success,60400,0,0,
19816,success,60400,0,0,
19817,success,60400,0,0,
19818,success,55478,0,0,
19819,success,55478,0,0,
19820,success,55479,0,0,
19821,success,55479,0,0,
19822,success,54819,0,0,
19823,success,54819,0,0,
19824,success,56534,0,0,
19825,success,56534,0,0,
19826,success,47394,0,0,
19827,success,47394,0,0,
19828,success,47385,0,0,
19829,success,47385,0,0,
19830,success,47384,0,0,
19831,success,47384,0,0,
19832,success,47392,0,0,
19833,success,47392,0,0,
19834,success,47389,0,0,
19835,success,47389,0,0,
19836,success,47382,0,0,
19837,success,47382,0,0,
19838,success,52301,0,0,
19839,success,52301,0,0,
19840,success,51025,0,0,
19841,success,51025,0,0,
19842,success,76976,0,0,
19843,success,76976,0,0,
19844,success,76976,0,0,
19845,success,76978,0,0,
19846,success,76978,0,0,
19847,success,76978,0,0,
19848,success,76978,0,0,
19849,success,76977,0,0,
19850,success,76977,0,0,
19851,success,76977,0,0,
19852,success,76977,0,0,
19853,success,75490,0,0,
19854,success,75490,0,0,
19855,success,75490,0,0,
19856,success,75490,0,0,
